x_m,y_m,w_tr_right_m,w_tr_left_m
149.73,-1495,9.144,9.144
151.12,-1495.6,9.144,9.144
152.51,-1496.2,9.144,9.144
153.91,-1496.8,9.144,9.144
155.31,-1497.4,9.144,9.144
156.71,-1498,9.144,9.144
158.12,-1498.6,9.144,9.144
159.53,-1499.2,9.144,9.144
160.94,-1499.8,9.144,9.144
162.35,-1500.3,9.144,9.144
163.78,-1500.9,9.144,9.144
165.2,-1501.4,9.144,9.144
166.63,-1502,9.144,9.144
168.05,-1502.5,9.144,9.144
169.49,-1503,9.144,9.144
170.92,-1503.5,9.144,9.144
172.36,-1504,9.144,9.144
173.8,-1504.5,9.144,9.144
175.25,-1505,9.144,9.144
176.7,-1505.5,9.144,9.144
